# timestamp_ms	node01	node02	node03	owner_count
1787688019711	0	1	0	1
1787688019728	0	1	0	1
1787688019905	0	1	0	1
1787688019921	0	1	0	1
1787688019938	0	1	0	1
1787688020116	0	1	0	1
1787688020131	0	1	0	1
1787688020148	0	1	0	1
1787688020326	0	1	0	1
1787688020342	0	1	0	1
1787688020358	0	1	0	1
1787688020537	0	1	0	1
1787688020552	0	1	0	1
1787688020568	0	1	0	1
1787688020748	0	1	0	1
1787688020762	0	1	0	1
1787688020778	0	1	0	1
1787688020959	0	1	0	1
1787688020973	0	1	0	1
1787688020989	0	1	0	1
1787688021169	0	1	0	1
1787688021183	0	1	0	1
1787688021199	0	1	0	1
1787688021379	0	1	0	1
1787688021393	0	1	0	1
1787688021410	0	1	0	1
1787688021589	0	1	0	1
1787688021604	0	1	0	1
1787688021620	0	1	0	1
1787688021800	0	1	0	1
1787688021814	0	1	0	1
1787688021830	0	1	0	1
1787688022010	0	1	0	1
1787688022025	0	1	0	1
1787688022040	0	1	0	1
1787688022221	0	1	0	1
1787688022236	0	1	0	1
1787688022250	0	1	0	1
1787688022431	0	1	0	1
1787688022445	0	1	0	1
1787688022460	0	1	0	1
1787688022641	0	1	0	1
1787688022654	0	1	0	1
1787688022670	0	1	0	1
1787688022852	0	1	0	1
1787688022863	0	1	0	1
1787688022880	0	1	0	1
1787688023063	0	1	0	1
1787688023073	0	1	0	1
1787688023091	0	1	0	1
1787688023274	0	1	0	1
1787688023283	0	1	0	1
1787688023302	0	1	0	1
1787688023484	0	1	0	1
1787688023492	0	1	0	1
1787688023513	0	1	0	1
1787688023695	0	1	0	1
1787688023702	0	1	0	1
1787688023723	0	1	0	1
1787688023905	0	1	0	1
1787688023911	0	1	0	1
1787688023933	0	1	0	1
1787688024115	0	1	0	1
1787688024121	0	1	0	1
1787688024144	0	1	0	1
1787688024326	0	1	0	1
1787688024331	0	1	0	1
1787688024354	0	1	0	1
1787688024537	0	1	0	1
1787688024541	0	1	0	1
1787688024565	0	1	0	1
1787688024747	0	1	0	1
1787688024751	0	1	0	1
1787688024776	0	1	0	1
1787688024958	0	1	0	1
1787688024961	0	1	0	1
1787688024986	0	1	0	1
1787688025169	0	1	0	1
1787688025171	0	1	0	1
1787688025196	0	1	0	1
1787688025380	0	1	0	1
1787688025407	0	1	0	1
1787688025590	0	1	0	1
1787688025591	0	1	0	1
1787688025617	0	1	0	1
1787688025800	0	1	0	1
1787688025801	0	1	0	1
1787688025828	0	1	0	1
1787688026010	0	1	0	1
1787688026011	0	1	0	1
1787688026038	0	1	0	1
1787688026220	0	1	0	1
1787688026222	0	1	0	1
1787688026247	0	1	0	1
1787688026430	0	1	0	1
1787688026432	0	1	0	1
1787688026457	0	1	0	1
1787688026640	0	1	0	1
1787688026643	0	1	0	1
1787688026667	0	1	0	1
1787688026850	0	1	0	1
1787688026854	0	1	0	1
1787688026877	0	1	0	1
1787688027061	0	1	0	1
1787688027064	0	1	0	1
1787688027088	0	1	0	1
1787688027271	0	1	0	1
1787688027274	0	1	0	1
1787688027298	0	1	0	1
1787688027480	0	1	0	1
1787688027484	0	1	0	1
1787688027508	0	1	0	1
1787688027691	0	1	0	1
1787688027694	0	1	0	1
1787688027719	0	1	0	1
1787688027901	0	1	0	1
1787688027905	0	1	0	1
1787688027929	0	1	0	1
1787688028111	0	1	0	1
1787688028115	0	1	0	1
1787688028139	0	1	0	1
1787688028321	0	1	0	1
1787688028325	0	1	0	1
1787688028349	0	1	0	1
1787688028531	0	1	0	1
1787688028535	0	1	0	1
1787688028560	0	1	0	1
1787688028741	0	1	0	1
1787688028745	0	1	0	1
1787688028770	0	1	0	1
1787688028951	0	1	0	1
1787688028956	0	1	0	1
1787688028980	0	1	0	1
1787688029161	0	1	0	1
1787688029166	0	1	0	1
1787688029191	0	1	0	1
1787688029371	0	1	0	1
1787688029376	0	1	0	1
1787688029401	0	1	0	1
1787688029581	0	1	0	1
1787688029586	0	1	0	1
1787688029611	0	1	0	1
1787688029790	0	1	0	1
1787688029796	0	1	0	1
1787688029822	0	1	0	1
1787688030000	0	1	0	1
1787688030006	0	1	0	1
1787688030032	0	1	0	1
1787688030210	0	1	0	1
1787688030217	0	1	0	1
1787688030243	0	1	0	1
1787688030420	0	1	0	1
1787688030427	0	1	0	1
1787688030454	0	1	0	1
1787688030630	0	1	0	1
1787688030637	0	1	0	1
1787688030664	0	1	0	1
1787688030840	0	1	0	1
1787688030848	0	1	0	1
1787688030875	0	1	0	1
1787688031050	0	1	0	1
1787688031058	0	1	0	1
1787688031085	0	1	0	1
1787688031260	0	1	0	1
1787688031269	0	1	0	1
1787688031296	0	1	0	1
1787688031469	0	1	0	1
1787688031478	0	1	0	1
1787688031507	0	1	0	1
1787688031679	0	1	0	1
1787688031688	0	1	0	1
1787688031717	0	1	0	1
1787688031889	0	1	0	1
1787688031899	0	1	0	1
1787688031927	0	1	0	1
1787688032099	0	1	0	1
1787688032109	0	1	0	1
1787688032138	0	1	0	1
1787688032309	0	1	0	1
1787688032319	0	1	0	1
1787688032349	0	1	0	1
1787688032519	0	1	0	1
1787688032529	0	1	0	1
1787688032560	0	1	0	1
1787688032730	0	1	0	1
1787688032739	0	1	0	1
1787688032770	0	1	0	1
1787688032942	0	1	0	1
1787688032949	0	1	0	1
1787688032981	0	1	0	1
1787688033152	0	1	0	1
1787688033159	0	1	0	1
1787688033192	0	1	0	1
1787688033363	0	1	0	1
1787688033370	0	1	0	1
1787688033402	0	1	0	1
1787688033573	0	1	0	1
1787688033580	0	1	0	1
1787688033613	0	1	0	1
1787688033784	0	1	0	1
1787688033790	0	1	0	1
1787688033823	0	1	0	1
1787688033994	0	1	0	1
1787688034001	0	1	0	1
1787688034034	0	1	0	1
1787688034205	0	1	0	1
1787688034210	0	1	0	1
1787688034245	0	1	0	1
1787688034415	0	1	0	1
1787688034421	0	1	0	1
1787688034455	0	1	0	1
1787688034626	0	1	0	1
1787688034631	0	1	0	1
1787688034666	0	1	0	1
1787688034836	0	1	0	1
1787688034841	0	1	0	1
1787688034876	0	1	0	1
1787688035047	0	1	0	1
1787688035052	0	1	0	1
1787688035086	0	1	0	1
1787688035257	0	1	0	1
1787688035262	0	1	0	1
1787688035297	0	1	0	1
1787688035466	0	1	0	1
1787688035473	0	1	0	1
1787688035507	0	1	0	1
1787688035676	0	1	0	1
1787688035684	0	1	0	1
1787688035717	0	1	0	1
1787688035886	0	1	0	1
1787688035895	0	1	0	1
1787688035927	0	1	0	1
1787688036096	0	1	0	1
1787688036106	0	1	0	1
1787688036137	0	1	0	1
1787688036306	0	1	0	1
1787688036316	0	1	0	1
1787688036347	0	1	0	1
1787688036516	0	1	0	1
1787688036526	0	1	0	1
1787688036558	0	1	0	1
1787688036726	0	1	0	1
1787688036737	0	1	0	1
1787688036769	0	1	0	1
1787688036936	0	1	0	1
1787688036947	0	1	0	1
1787688036979	0	1	0	1
1787688037146	0	1	0	1
1787688037157	0	1	0	1
1787688037189	0	1	0	1
1787688037355	0	1	0	1
1787688037367	0	1	0	1
1787688037400	0	1	0	1
1787688037565	0	1	0	1
1787688037577	0	1	0	1
1787688037610	0	1	0	1
1787688037774	0	1	0	1
1787688037787	0	1	0	1
1787688037821	0	1	0	1
1787688037984	0	1	0	1
1787688037997	0	1	0	1
1787688038032	0	1	0	1
1787688038194	0	1	0	1
1787688038208	0	1	0	1
1787688038243	0	1	0	1
1787688038404	0	1	0	1
1787688038418	0	1	0	1
1787688038454	0	1	0	1
1787688038614	0	1	0	1
1787688038628	0	1	0	1
1787688038664	0	1	0	1
1787688038824	0	1	0	1
1787688038838	0	1	0	1
1787688038875	0	1	0	1
1787688039034	0	1	0	1
1787688039049	0	1	0	1
1787688039085	0	1	0	1
1787688039244	0	1	0	1
1787688039259	0	1	0	1
1787688039296	0	1	0	1
1787688039454	0	1	0	1
1787688039469	0	1	0	1
1787688039506	0	1	0	1
1787688039664	0	1	0	1
1787688039679	0	1	0	1
1787688039717	0	1	0	1
1787688039874	0	1	0	1
1787688039889	0	1	0	1
1787688039927	0	1	0	1
1787688040083	0	1	0	1
1787688040099	0	1	0	1
1787688040137	0	1	0	1
1787688040293	0	1	0	1
1787688040310	0	1	0	1
1787688040348	0	1	0	1
1787688040503	0	1	0	1
1787688040520	0	1	0	1
1787688040558	0	1	0	1
1787688040713	0	1	0	1
1787688040731	0	1	0	1
1787688040769	0	1	0	1
1787688040923	0	1	0	1
1787688040942	0	1	0	1
1787688040979	0	1	0	1
1787688041133	0	1	0	1
1787688041153	0	1	0	1
1787688041190	0	1	0	1
1787688041342	0	1	0	1
1787688041364	0	1	0	1
1787688041400	0	1	0	1
1787688041552	0	1	0	1
1787688041575	0	1	0	1
1787688041611	0	1	0	1
1787688041762	0	1	0	1
1787688041785	0	1	0	1
1787688041821	0	1	0	1
1787688041972	0	1	0	1
1787688041996	0	1	0	1
1787688042031	0	1	0	1
1787688042182	0	1	0	1
1787688042206	0	1	0	1
1787688042242	0	1	0	1
1787688042392	0	1	0	1
1787688042417	0	1	0	1
1787688042452	0	1	0	1
1787688042601	0	1	0	1
1787688042627	0	1	0	1
1787688042662	0	1	0	1
1787688042811	0	1	0	1
1787688042838	0	1	0	1
1787688042873	0	1	0	1
1787688043021	0	1	0	1
1787688043048	0	1	0	1
1787688043083	0	1	0	1
1787688043231	0	1	0	1
1787688043258	0	1	0	1
1787688043294	0	1	0	1
1787688043441	0	1	0	1
1787688043468	0	1	0	1
1787688043504	0	1	0	1
1787688043651	0	1	0	1
1787688043678	0	1	0	1
1787688043714	0	1	0	1
1787688043860	0	1	0	1
1787688043889	0	1	0	1
1787688043924	0	1	0	1
1787688044070	0	1	0	1
1787688044100	0	1	0	1
1787688044135	0	1	0	1
1787688044280	0	1	0	1
1787688044310	0	1	0	1
1787688044345	0	1	0	1
1787688044490	0	1	0	1
1787688044521	0	1	0	1
1787688044555	0	1	0	1
1787688044699	0	1	0	1
1787688044731	0	1	0	1
1787688044765	0	1	0	1
1787688044909	0	1	0	1
1787688044942	0	1	0	1
1787688044975	0	1	0	1
1787688045119	0	1	0	1
1787688045152	0	1	0	1
1787688045185	0	1	0	1
1787688045329	0	1	0	1
1787688045362	0	1	0	1
1787688045396	0	1	0	1
1787688045539	0	1	0	1
1787688045572	0	1	0	1
1787688045606	0	1	0	1
1787688045749	0	1	0	1
1787688045783	0	1	0	1
1787688045816	0	1	0	1
1787688045959	0	1	0	1
1787688045993	0	1	0	1
1787688046026	0	1	0	1
1787688046169	0	1	0	1
1787688046203	0	1	0	1
1787688046237	0	1	0	1
1787688046379	0	1	0	1
1787688046414	0	1	0	1
1787688046448	0	1	0	1
1787688046588	0	1	0	1
1787688046624	0	1	0	1
1787688046659	0	1	0	1
1787688046797	0	1	0	1
1787688046834	0	1	0	1
1787688046869	0	1	0	1
1787688047007	0	1	0	1
1787688047045	0	1	0	1
1787688047080	0	1	0	1
1787688047217	0	1	0	1
1787688047255	0	1	0	1
1787688047290	0	1	0	1
1787688047427	0	1	0	1
1787688047465	0	1	0	1
1787688047501	0	1	0	1
1787688047637	0	1	0	1
1787688047676	0	1	0	1
1787688047711	0	1	0	1
1787688047847	0	1	0	1
1787688047886	0	1	0	1
1787688047922	0	1	0	1
1787688048056	0	1	0	1
1787688048096	0	1	0	1
1787688048132	0	1	0	1
1787688048266	0	1	0	1
1787688048307	0	1	0	1
1787688048342	0	1	0	1
1787688048476	0	1	0	1
1787688048517	0	1	0	1
1787688048553	0	1	0	1
1787688048686	0	1	0	1
1787688048727	0	1	0	1
1787688048763	0	1	0	1
1787688048896	0	1	0	1
1787688048937	0	1	0	1
1787688048973	0	1	0	1
1787688049106	0	1	0	1
1787688049147	0	1	0	1
1787688049184	0	1	0	1
1787688049316	0	1	0	1
1787688049358	0	1	0	1
1787688049394	0	1	0	1
1787688049526	0	1	0	1
1787688049568	0	1	0	1
1787688049605	0	1	0	1
1787688049735	0	1	0	1
1787688049778	0	1	0	1
1787688049815	0	1	0	1
1787688049946	0	1	0	1
1787688049989	0	1	0	1
1787688050027	0	1	0	1
1787688050156	0	1	0	1
1787688050199	0	1	0	1
1787688050238	0	1	0	1
1787688050365	0	1	0	1
1787688050409	0	1	0	1
1787688050448	0	1	0	1
1787688050575	0	1	0	1
1787688050619	0	1	0	1
1787688050659	0	1	0	1
1787688050785	0	1	0	1
1787688050829	0	1	0	1
1787688050869	0	1	0	1
1787688050995	0	1	0	1
1787688051040	0	1	0	1
1787688051079	0	1	0	1
1787688051205	0	1	0	1
1787688051250	0	1	0	1
1787688051289	0	1	0	1
1787688051414	0	1	0	1
1787688051460	0	1	0	1
1787688051500	0	1	0	1
1787688051624	0	1	0	1
1787688051670	0	1	0	1
1787688051710	0	1	0	1
1787688051834	0	1	0	1
1787688051880	0	1	0	1
1787688051920	0	1	0	1
1787688052043	0	1	0	1
1787688052090	0	1	0	1
1787688052131	0	1	0	1
1787688052253	0	1	0	1
1787688052300	0	1	0	1
1787688052342	0	1	0	1
1787688052463	0	1	0	1
1787688052510	0	1	0	1
1787688052552	0	1	0	1
1787688052673	0	1	0	1
1787688052720	0	1	0	1
1787688052762	0	1	0	1
1787688052884	0	1	0	1
1787688052930	0	1	0	1
1787688052972	0	1	0	1
1787688053095	0	1	0	1
1787688053140	0	1	0	1
1787688053183	0	1	0	1
1787688053305	0	1	0	1
1787688053351	0	1	0	1
1787688053393	0	1	0	1
1787688053516	0	1	0	1
1787688053561	0	1	0	1
1787688053603	0	1	0	1
1787688053726	0	1	0	1
1787688053772	0	1	0	1
1787688053813	0	1	0	1
1787688053937	0	1	0	1
1787688053982	0	1	0	1
1787688054024	0	1	0	1
1787688054147	0	1	0	1
1787688054192	0	1	0	1
1787688054234	0	1	0	1
1787688054358	0	1	0	1
1787688054402	0	1	0	1
1787688054444	0	1	0	1
1787688054568	0	1	0	1
1787688054612	0	1	0	1
1787688054654	0	1	0	1
1787688054779	0	1	0	1
1787688054822	0	1	0	1
1787688054864	0	1	0	1
1787688054989	0	1	0	1
1787688055032	0	1	0	1
1787688055074	0	1	0	1
1787688055200	0	1	0	1
1787688055242	0	1	0	1
1787688055285	0	1	0	1
1787688055411	0	1	0	1
1787688055452	0	1	0	1
1787688055495	0	1	0	1
1787688055621	0	1	0	1
1787688055663	0	1	0	1
1787688055705	0	1	0	1
1787688055831	0	1	0	1
1787688055873	0	1	0	1
1787688055915	0	1	0	1
1787688056041	0	1	0	1
1787688056083	0	1	0	1
1787688056125	0	1	0	1
1787688056252	0	1	0	1
1787688056294	0	1	0	1
1787688056336	0	1	0	1
1787688056462	0	1	0	1
1787688056504	0	1	0	1
1787688056546	0	1	0	1
1787688056672	0	1	0	1
1787688056715	0	1	0	1
1787688056756	0	1	0	1
1787688056884	0	1	0	1
1787688056925	0	1	0	1
1787688056966	0	1	0	1
1787688057094	0	1	0	1
1787688057136	0	1	0	1
1787688057176	0	1	0	1
1787688057304	0	1	0	1
1787688057346	0	1	0	1
1787688057386	0	1	0	1
1787688057513	0	1	0	1
1787688057557	0	1	0	1
1787688057597	0	1	0	1
1787688057724	0	0	0	0
1787688057768	0	0	0	0
1787688057807	0	0	0	0
1787688057934	0	0	0	0
1787688057979	0	0	0	0
1787688058017	0	0	0	0
1787688058144	0	0	0	0
1787688058189	0	0	0	0
1787688058227	0	0	0	0
1787688058354	0	0	0	0
1787688058399	0	0	0	0
1787688058438	0	0	0	0
1787688058564	0	0	0	0
1787688058609	0	0	0	0
1787688058648	0	0	0	0
1787688058774	0	0	0	0
1787688058820	0	0	0	0
1787688058858	0	0	0	0
1787688058983	0	0	0	0
1787688059030	0	0	0	0
1787688059068	0	0	0	0
1787688059193	0	0	0	0
1787688059240	0	0	0	0
1787688059279	0	0	0	0
1787688059403	0	0	0	0
1787688059450	0	0	0	0
1787688059490	0	0	0	0
1787688059613	0	0	0	0
1787688059661	0	0	0	0
1787688059700	0	0	0	0
1787688059823	0	0	0	0
1787688059871	0	0	0	0
1787688059911	0	0	0	0
1787688060033	0	0	0	0
1787688060082	0	0	0	0
1787688060121	0	0	0	0
1787688060243	0	0	0	0
1787688060293	0	0	0	0
1787688060331	0	0	0	0
1787688060453	0	0	0	0
1787688060505	0	0	0	0
1787688060541	0	0	0	0
1787688060664	0	0	0	0
1787688060715	0	0	0	0
1787688060752	0	0	0	0
1787688060874	0	0	0	0
1787688060925	0	0	0	0
1787688060962	0	0	0	0
1787688061084	0	0	0	0
1787688061135	0	0	0	0
1787688061172	0	0	0	0
1787688061294	0	0	0	0
1787688061345	0	0	0	0
1787688061382	0	0	0	0
1787688061504	0	0	0	0
1787688061555	0	0	0	0
1787688061592	0	0	0	0
1787688061714	0	0	0	0
1787688061766	0	0	0	0
1787688061803	0	0	0	0
1787688061925	0	0	0	0
1787688061976	0	0	0	0
1787688062013	0	0	0	0
1787688062135	0	0	0	0
1787688062186	0	0	0	0
1787688062223	0	0	0	0
1787688062345	0	0	0	0
1787688062396	0	0	0	0
1787688062432	0	0	0	0
1787688062555	0	0	0	0
1787688062606	0	0	0	0
1787688062642	0	0	0	0
1787688062765	0	0	0	0
1787688062816	0	0	0	0
1787688062852	0	0	0	0
1787688062975	0	0	0	0
1787688063027	0	0	0	0
1787688063062	0	0	0	0
1787688063185	0	0	1	1
1787688063238	0	0	1	1
1787688063272	0	0	1	1
1787688063395	0	0	1	1
1787688063449	0	0	1	1
1787688063482	0	0	1	1
1787688063605	0	0	1	1
1787688063659	0	0	1	1
1787688063693	0	0	1	1
1787688063815	0	0	1	1
1787688063869	0	0	1	1
1787688063903	0	0	1	1
1787688064025	0	0	1	1
1787688064078	0	0	1	1
1787688064114	0	0	1	1
1787688064235	0	0	1	1
1787688064288	0	0	1	1
1787688064324	0	0	1	1
1787688064445	0	0	1	1
1787688064498	0	0	1	1
1787688064535	0	0	1	1
1787688064656	0	0	1	1
1787688064708	0	0	1	1
1787688064745	0	0	1	1
1787688064866	0	0	1	1
1787688064919	0	0	1	1
1787688064957	0	0	1	1
1787688065076	0	0	1	1
1787688065130	0	0	1	1
1787688065167	0	0	1	1
1787688065286	0	0	1	1
1787688065341	0	0	1	1
1787688065378	0	0	1	1
1787688065497	0	0	1	1
1787688065551	0	0	1	1
1787688065589	0	0	1	1
1787688065707	0	0	1	1
1787688065761	0	0	1	1
1787688065799	0	0	1	1
1787688065917	0	0	1	1
1787688065971	0	0	1	1
1787688066010	0	0	1	1
1787688066127	0	0	1	1
1787688066181	0	0	1	1
1787688066220	0	0	1	1
1787688066337	0	0	1	1
1787688066391	0	0	1	1
1787688066431	0	0	1	1
1787688066547	0	0	1	1
1787688066600	0	0	1	1
1787688066641	0	0	1	1
1787688066757	0	0	1	1
1787688066810	0	0	1	1
1787688066852	0	0	1	1
1787688066967	0	0	1	1
1787688067020	0	0	1	1
1787688067062	0	0	1	1
1787688067177	0	0	1	1
1787688067230	0	0	1	1
1787688067272	0	0	1	1
1787688067386	0	0	1	1
1787688067440	0	0	1	1
1787688067482	0	0	1	1
1787688067595	0	0	1	1
1787688067651	0	0	1	1
1787688067693	0	0	1	1
1787688067805	0	0	1	1
1787688067861	0	0	1	1
1787688067904	0	0	1	1
1787688068015	0	0	1	1
1787688068071	0	0	1	1
1787688068115	0	0	1	1
1787688068225	0	0	1	1
1787688068281	0	0	1	1
1787688068325	0	0	1	1
1787688068435	0	0	1	1
1787688068491	0	0	1	1
1787688068535	0	0	1	1
1787688068645	0	0	1	1
1787688068701	0	0	1	1
1787688068745	0	0	1	1
1787688068855	0	0	1	1
1787688068911	0	0	1	1
1787688068956	0	0	1	1
1787688069065	0	0	1	1
1787688069121	0	0	1	1
1787688069166	0	0	1	1
1787688069275	0	0	1	1
1787688069332	0	0	1	1
1787688069376	0	0	1	1
1787688069485	0	0	1	1
1787688069542	0	0	1	1
1787688069587	0	0	1	1
1787688069695	0	0	1	1
1787688069752	0	0	1	1
1787688069797	0	0	1	1
1787688069905	0	0	1	1
1787688069962	0	0	1	1
1787688070007	0	0	1	1
1787688070115	0	0	1	1
1787688070172	0	0	1	1
1787688070217	0	0	1	1
1787688070325	0	0	1	1
1787688070382	0	0	1	1
1787688070428	0	0	1	1
1787688070535	0	0	1	1
1787688070592	0	0	1	1
1787688070639	0	0	1	1
1787688070745	0	0	1	1
1787688070802	0	0	1	1
1787688070849	0	0	1	1
1787688070955	0	0	1	1
1787688071012	0	0	1	1
1787688071059	0	0	1	1
1787688071165	0	0	1	1
1787688071221	0	0	1	1
1787688071269	0	0	1	1
1787688071373	0	0	1	1
1787688071431	0	0	1	1
1787688071480	0	0	1	1
1787688071582	0	0	1	1
1787688071641	0	0	1	1
1787688071690	0	0	1	1
1787688071791	0	0	1	1
1787688071851	0	0	1	1
1787688071900	0	0	1	1
1787688072000	0	0	1	1
1787688072061	0	0	1	1
1787688072110	0	0	1	1
1787688072210	0	0	1	1
1787688072271	0	0	1	1
1787688072320	0	0	1	1
1787688072420	0	0	1	1
1787688072481	0	0	1	1
1787688072530	0	0	1	1
1787688072629	0	0	1	1
1787688072691	0	0	1	1
1787688072740	0	0	1	1
1787688072839	0	0	1	1
1787688072900	0	0	1	1
1787688072951	0	0	1	1
1787688073049	0	0	1	1
1787688073110	0	0	1	1
1787688073161	0	0	1	1
1787688073259	0	0	1	1
1787688073320	0	0	1	1
1787688073371	0	0	1	1
1787688073469	0	0	1	1
1787688073530	0	0	1	1
1787688073581	0	0	1	1
1787688073678	0	0	1	1
1787688073740	0	0	1	1
1787688073791	0	0	1	1
1787688073888	0	0	1	1
1787688073950	0	0	1	1
1787688074001	0	0	1	1
1787688074098	0	0	1	1
1787688074160	0	0	1	1
1787688074211	0	0	1	1
1787688074307	0	0	1	1
1787688074369	0	0	1	1
1787688074423	0	0	1	1
1787688074517	0	0	1	1
1787688074579	0	0	1	1
1787688074634	0	0	1	1
1787688074727	0	0	1	1
1787688074789	0	0	1	1
1787688074844	0	0	1	1
1787688074937	0	0	1	1
1787688074999	0	0	1	1
1787688075055	0	0	1	1
1787688075147	0	0	1	1
1787688075208	0	0	1	1
1787688075266	0	0	1	1
1787688075357	0	0	1	1
1787688075418	0	0	1	1
1787688075476	0	0	1	1
1787688075567	0	0	1	1
1787688075628	0	0	1	1
1787688075687	0	0	1	1
1787688075777	0	0	1	1
1787688075838	0	0	1	1
1787688075898	0	0	1	1
1787688075987	0	0	1	1
1787688076048	0	0	1	1
1787688076107	0	0	1	1
1787688076197	0	0	1	1
1787688076258	0	0	1	1
1787688076318	0	0	1	1
1787688076407	0	0	1	1
1787688076468	0	0	1	1
1787688076529	0	0	1	1
1787688076618	0	0	1	1
1787688076678	0	0	1	1
1787688076739	0	0	1	1
1787688076828	0	0	1	1
1787688076887	0	0	1	1
1787688076950	0	0	1	1
1787688077038	0	0	1	1
1787688077098	0	0	1	1
1787688077160	0	0	1	1
1787688077248	0	0	1	1
1787688077308	0	0	1	1
1787688077371	0	0	1	1
1787688077458	0	0	1	1
1787688077518	0	0	1	1
1787688077582	0	0	1	1
1787688077668	0	0	1	1
1787688077728	0	0	1	1
1787688077793	0	0	1	1
1787688077878	0	0	1	1
1787688077938	0	0	1	1
1787688078003	0	0	1	1
1787688078087	0	0	1	1
1787688078148	0	0	1	1
1787688078213	0	0	1	1
1787688078297	0	0	1	1
1787688078358	0	0	1	1
1787688078424	0	0	1	1
1787688078506	0	0	1	1
1787688078568	0	0	1	1
1787688078634	0	0	1	1
1787688078717	0	0	1	1
1787688078778	0	0	1	1
1787688078844	0	0	1	1
1787688078927	0	0	1	1
1787688078988	0	0	1	1
1787688079054	0	0	1	1
1787688079137	0	0	1	1
1787688079197	0	0	1	1
1787688079265	0	0	1	1
1787688079347	0	0	1	1
1787688079408	0	0	1	1
1787688079475	0	0	1	1
1787688079557	0	0	1	1
1787688079618	0	0	1	1
1787688079685	0	0	1	1
1787688079767	0	0	1	1
1787688079827	0	0	1	1
1787688079895	0	0	1	1
1787688079976	0	0	1	1
1787688080037	0	0	1	1
1787688080105	0	0	1	1
1787688080186	0	0	1	1
